2000, 0.02097, 0.005
4000, 0.01085, 0.005
6000, 0.00884, 0.005
8000, 0.00803, 0.005
10000, 0.00765, 0.005
12000, 0.00966, 0.02
14000, 0.00799, 0.02
16000, 0.00723, 0.02
18000, 0.00688, 0.02
20000, 0.00628, 0.02
22000, 0.00618, 0.02
24000, 0.00590, 0.02
26000, 0.00551, 0.02
28000, 0.00555, 0.02
30000, 0.00535, 0.02
32000, 0.00525, 0.02
34000, 0.00506, 0.02
36000, 0.00485, 0.02
38000, 0.00486, 0.02
40000, 0.00478, 0.02
42000, 0.00469, 0.02
44000, 0.00462, 0.02
46000, 0.00459, 0.02
48000, 0.00447, 0.02
50000, 0.00438, 0.02
52000, 0.00442, 0.02
54000, 0.00430, 0.02
56000, 0.00429, 0.02
58000, 0.00416, 0.02
60000, 0.00432, 0.02
62000, 0.00412, 0.02
64000, 0.00408, 0.02
66000, 0.00414, 0.02
68000, 0.00393, 0.02
70000, 0.00417, 0.02
72000, 0.00391, 0.02
74000, 0.00390, 0.02
76000, 0.00397, 0.02
78000, 0.00380, 0.02
80000, 0.00386, 0.02
82000, 0.00378, 0.02
84000, 0.00367, 0.02
86000, 0.00371, 0.02
88000, 0.00361, 0.02
90000, 0.00352, 0.02
92000, 0.00354, 0.02
94000, 0.00353, 0.02
96000, 0.00349, 0.02
98000, 0.00338, 0.02
100000, 0.00343, 0.02
102000, 0.00332, 0.02
104000, 0.00326, 0.02
106000, 0.00330, 0.02
108000, 0.00323, 0.02
110000, 0.00322, 0.02
112000, 0.00323, 0.02
114000, 0.00324, 0.02
116000, 0.00311, 0.02
118000, 0.00318, 0.02
120000, 0.00319, 0.02
122000, 0.00312, 0.02
124000, 0.00309, 0.02
126000, 0.00310, 0.02
128000, 0.00301, 0.02
130000, 0.00303, 0.02
132000, 0.00302, 0.02
134000, 0.00290, 0.02
136000, 0.00300, 0.02
138000, 0.00293, 0.02
140000, 0.00291, 0.02
142000, 0.00290, 0.02
144000, 0.00279, 0.02
146000, 0.00284, 0.02
148000, 0.00282, 0.02
150000, 0.00281, 0.02
152000, 0.00288, 0.02
154000, 0.00271, 0.02
156000, 0.00285, 0.02
158000, 0.00281, 0.02
160000, 0.00279, 0.02
162000, 0.00279, 0.02
164000, 0.00277, 0.02
166000, 0.00277, 0.02
168000, 0.00279, 0.02
170000, 0.00278, 0.02
172000, 0.00272, 0.02
174000, 0.00268, 0.02
176000, 0.00273, 0.02
178000, 0.00272, 0.02
180000, 0.00270, 0.02
182000, 0.00270, 0.02
184000, 0.00273, 0.02
186000, 0.00272, 0.02
188000, 0.00257, 0.02
190000, 0.00263, 0.02
192000, 0.00258, 0.02
194000, 0.00251, 0.02
196000, 0.00269, 0.02
198000, 0.00257, 0.02
200000, 0.00250, 0.02
202000, 0.00256, 0.02
204000, 0.00255, 0.02
206000, 0.00251, 0.02
208000, 0.00253, 0.02
210000, 0.00250, 0.02
212000, 0.00258, 0.02
214000, 0.00262, 0.02
216000, 0.00248, 0.02
218000, 0.00252, 0.02
220000, 0.00245, 0.02
222000, 0.00242, 0.02
224000, 0.00241, 0.02
226000, 0.00244, 0.02
228000, 0.00239, 0.02
230000, 0.00242, 0.02
232000, 0.00243, 0.02
234000, 0.00237, 0.02
236000, 0.00247, 0.02
238000, 0.00240, 0.02
240000, 0.00240, 0.02
242000, 0.00248, 0.02
244000, 0.00234, 0.02
246000, 0.00237, 0.02
248000, 0.00232, 0.02
250000, 0.00246, 0.02
252000, 0.00244, 0.02
254000, 0.00243, 0.02
256000, 0.00236, 0.02
258000, 0.00236, 0.02
260000, 0.00235, 0.02
262000, 0.00239, 0.02
264000, 0.00232, 0.02
266000, 0.00233, 0.02
268000, 0.00231, 0.02
270000, 0.00235, 0.02
272000, 0.00226, 0.02
274000, 0.00239, 0.02
276000, 0.00230, 0.02
278000, 0.00224, 0.02
280000, 0.00227, 0.02
282000, 0.00224, 0.02
284000, 0.00226, 0.02
286000, 0.00228, 0.02
288000, 0.00236, 0.02
290000, 0.00225, 0.02
292000, 0.00222, 0.02
294000, 0.00227, 0.02
296000, 0.00221, 0.02
298000, 0.00224, 0.02
300000, 0.00222, 0.02
302000, 0.00226, 0.02
304000, 0.00220, 0.02
306000, 0.00220, 0.02
308000, 0.00223, 0.02
310000, 0.00217, 0.02
312000, 0.00220, 0.02
314000, 0.00226, 0.02
316000, 0.00218, 0.02
318000, 0.00220, 0.02
320000, 0.00225, 0.02
322000, 0.00218, 0.02
324000, 0.00220, 0.02
326000, 0.00215, 0.02
328000, 0.00224, 0.02
330000, 0.00219, 0.02
332000, 0.00224, 0.02
334000, 0.00211, 0.02
336000, 0.00212, 0.02
338000, 0.00219, 0.02
340000, 0.00219, 0.02
342000, 0.00215, 0.02
344000, 0.00209, 0.02
346000, 0.00214, 0.02
348000, 0.00215, 0.02
350000, 0.00216, 0.02
352000, 0.00210, 0.02
354000, 0.00215, 0.02
356000, 0.00213, 0.02
358000, 0.00220, 0.02
360000, 0.00215, 0.02
362000, 0.00216, 0.02
364000, 0.00210, 0.02
366000, 0.00209, 0.02
368000, 0.00211, 0.02
370000, 0.00207, 0.02
372000, 0.00212, 0.02
374000, 0.00210, 0.02
376000, 0.00211, 0.02
378000, 0.00207, 0.02
380000, 0.00209, 0.02
382000, 0.00209, 0.02
384000, 0.00205, 0.02
386000, 0.00211, 0.02
388000, 0.00205, 0.02
390000, 0.00214, 0.02
392000, 0.00208, 0.02
394000, 0.00210, 0.02
396000, 0.00209, 0.02
398000, 0.00205, 0.02
400000, 0.00204, 0.02
402000, 0.00205, 0.02
404000, 0.00200, 0.02
406000, 0.00207, 0.02
408000, 0.00204, 0.02
410000, 0.00206, 0.02
412000, 0.00197, 0.02
414000, 0.00202, 0.02
416000, 0.00210, 0.02
418000, 0.00202, 0.02
420000, 0.00197, 0.02
422000, 0.00198, 0.02
424000, 0.00205, 0.02
426000, 0.00201, 0.02
428000, 0.00198, 0.02
430000, 0.00201, 0.02
432000, 0.00184, 0.002
434000, 0.00183, 0.002
436000, 0.00176, 0.002
438000, 0.00179, 0.002
440000, 0.00175, 0.002
442000, 0.00170, 0.002
444000, 0.00171, 0.002
446000, 0.00169, 0.002
448000, 0.00172, 0.002
450000, 0.00183, 0.002
452000, 0.00180, 0.002
454000, 0.00167, 0.002
456000, 0.00176, 0.002
458000, 0.00174, 0.002
460000, 0.00176, 0.002
462000, 0.00170, 0.002
464000, 0.00173, 0.002
466000, 0.00170, 0.002
468000, 0.00170, 0.002
470000, 0.00173, 0.002
472000, 0.00169, 0.002
474000, 0.00169, 0.002
476000, 0.00171, 0.002
478000, 0.00171, 0.002
480000, 0.00170, 0.002
482000, 0.00171, 0.002
484000, 0.00174, 0.002
486000, 0.00171, 0.002
488000, 0.00173, 0.002
490000, 0.00166, 0.002
492000, 0.00172, 0.002
494000, 0.00170, 0.002
496000, 0.00166, 0.002
498000, 0.00169, 0.002
500000, 0.00168, 0.002
