1000, 0.04999, 0.005
2000, 0.03454, 0.005
3000, 0.03047, 0.005
4000, 0.02790, 0.005
5000, 0.02562, 0.005
6000, 0.02479, 0.005
7000, 0.02391, 0.005
8000, 0.02379, 0.005
9000, 0.02304, 0.005
10000, 0.02130, 0.005
11000, 0.02579, 0.02
12000, 0.02431, 0.02
13000, 0.02324, 0.02
14000, 0.02152, 0.02
15000, 0.02109, 0.02
16000, 0.02088, 0.02
17000, 0.01952, 0.02
18000, 0.01904, 0.02
19000, 0.01909, 0.02
20000, 0.01912, 0.02
21000, 0.01870, 0.02
22000, 0.01807, 0.02
23000, 0.01788, 0.02
24000, 0.01803, 0.02
25000, 0.01731, 0.02
26000, 0.01815, 0.02
27000, 0.01779, 0.02
28000, 0.01680, 0.02
29000, 0.01667, 0.02
30000, 0.01676, 0.02
31000, 0.01668, 0.02
32000, 0.01628, 0.02
33000, 0.01612, 0.02
34000, 0.01615, 0.02
35000, 0.01676, 0.02
36000, 0.01533, 0.02
37000, 0.01631, 0.02
38000, 0.01532, 0.02
39000, 0.01559, 0.02
40000, 0.01539, 0.02
41000, 0.01681, 0.02
42000, 0.01508, 0.02
43000, 0.01405, 0.02
44000, 0.01495, 0.02
45000, 0.01431, 0.02
46000, 0.01498, 0.02
47000, 0.01413, 0.02
48000, 0.01485, 0.02
49000, 0.01435, 0.02
50000, 0.01413, 0.02
51000, 0.01430, 0.02
52000, 0.01506, 0.02
53000, 0.01412, 0.02
54000, 0.01385, 0.02
55000, 0.01388, 0.02
56000, 0.01413, 0.02
57000, 0.01433, 0.02
58000, 0.01459, 0.02
59000, 0.01421, 0.02
60000, 0.01403, 0.02
61000, 0.01432, 0.02
62000, 0.01388, 0.02
63000, 0.01347, 0.02
64000, 0.01369, 0.02
65000, 0.01361, 0.02
66000, 0.01416, 0.02
67000, 0.01410, 0.02
68000, 0.01394, 0.02
69000, 0.01374, 0.02
70000, 0.01318, 0.02
71000, 0.01359, 0.02
72000, 0.01297, 0.02
73000, 0.01336, 0.02
74000, 0.01338, 0.02
75000, 0.01288, 0.02
76000, 0.01350, 0.02
